collection,config,k,prefetch_limit,prefetch_mode,rescorer,recall@k,mrr@k,ndcg@k,p50_ms,p95_ms,p99_ms,qps
dbpedia_binary,../qdrant-load/configs/dbpedia/config_binary.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1750.98,5678.43,9240.54,0.45
dbpedia_binary,../qdrant-load/configs/dbpedia/config_binary.yml,20,25,sparseonly,cross-encoder,0.874,0.8304,0.8413,526.07,1092.93,2855.67,2.13
dbpedia_binary,../qdrant-load/configs/dbpedia/config_binary.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,1085.45,2908.62,6000.32,0.91
dbpedia_binary,../qdrant-load/configs/dbpedia/config_binary.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,2050.25,5609.01,8748.41,0.48
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,25,hybrid,colbert,0.948,0.8841,0.8998,40.51,49.74,57.37,65.72
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,50,hybrid,colbert,0.948,0.8824,0.8985,41.53,51.68,65.03,66.63
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,100,hybrid,colbert,0.948,0.8834,0.8994,42.5,52.8,56.84,66.42
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,25,hybrid,colbert,0.952,0.8843,0.9009,42.07,50.81,58.57,66.57
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,50,hybrid,colbert,0.954,0.8846,0.9014,42.2,50.12,59.05,66.31
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,100,hybrid,colbert,0.956,0.8839,0.9013,42.77,56.8,138.78,66.23
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,25,hybrid,cross-encoder,0.944,0.8852,0.9,270.48,765.91,1693.91,2.25
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,50,hybrid,cross-encoder,0.948,0.8853,0.901,1009.55,3063.45,4631.06,0.9
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,100,hybrid,cross-encoder,0.954,0.8864,0.9032,2132.19,5116.9,7327.12,0.42
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,25,hybrid,cross-encoder,0.95,0.8855,0.9014,544.88,1011.58,1738.97,1.95
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,50,hybrid,cross-encoder,0.954,0.8858,0.9026,1090.1,3063.93,5370.74,0.86
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,100,hybrid,cross-encoder,0.96,0.8867,0.9046,2072.05,4930.22,6844.13,0.47
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,25,hybrid,rrf,0.934,0.8058,0.8379,25.4,28.37,32.47,290.17
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,50,hybrid,rrf,0.936,0.8099,0.8413,25.72,29.49,34.11,304.54
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,100,hybrid,rrf,0.934,0.8142,0.8441,25.84,29.87,37.04,285.14
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,25,hybrid,rrf,0.95,0.8123,0.8459,25.84,30.64,34.15,299.63
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,50,hybrid,rrf,0.95,0.8044,0.8401,25.98,31.63,47.16,296.48
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,100,hybrid,rrf,0.95,0.8093,0.8438,25.9,29.99,36.25,297.08
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,25,sparseonly,colbert,0.87,0.827,0.8379,36.47,42.55,48.74,72.78
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,50,sparseonly,colbert,0.896,0.8471,0.8593,36.61,42.29,48.94,75.03
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,100,sparseonly,colbert,0.904,0.8549,0.8671,37.76,44.0,49.24,74.3
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,25,sparseonly,colbert,0.874,0.8274,0.839,37.32,44.41,53.61,73.84
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,50,sparseonly,colbert,0.9,0.8463,0.8595,37.78,42.9,59.11,72.13
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,100,sparseonly,colbert,0.906,0.854,0.8669,38.73,45.03,51.39,73.55
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,25,sparseonly,cross-encoder,0.87,0.8298,0.84,249.4,1125.08,2054.76,2.41
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,781.61,2736.91,4431.36,1.01
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1777.23,5015.18,7829.84,0.51
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,25,sparseonly,cross-encoder,0.874,0.8301,0.841,407.4,991.36,2055.96,2.31
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,959.85,2627.94,4173.13,1.02
dbpedia_float16_binary,../qdrant-load/configs/dbpedia/config_float16_binary.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1623.82,5001.61,7998.49,0.53
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,25,hybrid,colbert,0.948,0.8839,0.8998,38.38,43.07,45.95,66.86
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,50,hybrid,colbert,0.95,0.8845,0.9007,39.66,45.57,51.25,67.1
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,100,hybrid,colbert,0.952,0.8851,0.9016,39.95,44.53,48.26,66.75
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,25,hybrid,colbert,0.952,0.8842,0.9008,39.15,45.21,48.58,64.55
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,50,hybrid,colbert,0.962,0.8853,0.9038,39.53,44.76,48.97,64.12
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,100,hybrid,colbert,0.96,0.8857,0.9037,40.36,46.91,57.18,64.58
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,25,hybrid,cross-encoder,0.942,0.8848,0.8993,267.9,780.8,1408.81,2.53
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,50,hybrid,cross-encoder,0.95,0.886,0.902,924.88,2354.95,4972.71,0.97
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,100,hybrid,cross-encoder,0.952,0.8857,0.9022,2083.15,4671.97,6577.36,0.48
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,25,hybrid,cross-encoder,0.95,0.8854,0.9014,453.5,823.47,1895.38,2.35
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,50,hybrid,cross-encoder,0.956,0.8864,0.9036,959.53,2489.83,3726.23,0.97
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,100,hybrid,cross-encoder,0.958,0.8861,0.9036,2033.12,4746.89,6312.34,0.48
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,25,hybrid,rrf,0.93,0.7999,0.8326,25.45,28.69,30.28,308.6
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,50,hybrid,rrf,0.934,0.8011,0.8343,25.62,29.24,37.29,309.11
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,100,hybrid,rrf,0.932,0.8015,0.8341,25.8,28.99,36.52,306.21
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,25,hybrid,rrf,0.95,0.7951,0.8331,25.42,28.29,30.06,305.68
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,50,hybrid,rrf,0.95,0.8104,0.8444,25.68,28.43,29.56,301.84
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,100,hybrid,rrf,0.95,0.802,0.8382,25.8,28.95,33.75,288.46
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,25,sparseonly,colbert,0.872,0.8272,0.8384,36.4,41.26,47.28,75.45
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,50,sparseonly,colbert,0.896,0.846,0.8585,37.19,42.3,51.06,75.4
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,100,sparseonly,colbert,0.904,0.8538,0.8663,36.84,41.22,44.96,73.07
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,25,sparseonly,colbert,0.874,0.8274,0.839,36.45,41.13,45.35,72.38
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,50,sparseonly,colbert,0.9,0.8463,0.8595,36.85,41.04,43.21,75.43
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,100,sparseonly,colbert,0.908,0.854,0.8673,37.78,42.98,48.41,75.44
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,25,sparseonly,cross-encoder,0.87,0.8298,0.84,246.32,1050.59,2005.83,2.37
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,732.85,2669.66,3942.14,1.02
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1632.59,4986.22,8405.93,0.53
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,25,sparseonly,cross-encoder,0.872,0.83,0.8405,302.39,1162.7,2333.46,2.33
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,799.66,2758.71,4939.58,1.05
dbpedia_float16_noquant,../qdrant-load/configs/dbpedia/config_float16_noquant.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1725.94,4778.46,8245.89,0.53
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,25,hybrid,colbert,0.95,0.8841,0.9003,40.06,54.09,124.26,65.73
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,50,hybrid,colbert,0.95,0.8844,0.9006,40.36,46.09,53.42,66.95
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,100,hybrid,colbert,0.95,0.8849,0.901,40.79,47.79,52.05,66.84
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,25,hybrid,colbert,0.952,0.8843,0.9008,39.69,44.9,49.46,66.64
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,50,hybrid,colbert,0.962,0.8853,0.9038,40.36,47.2,53.19,66.81
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,100,hybrid,colbert,0.964,0.886,0.9046,40.91,46.79,50.64,66.95
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,25,hybrid,cross-encoder,0.946,0.8852,0.9005,263.02,712.54,1110.15,2.56
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,50,hybrid,cross-encoder,0.95,0.8859,0.902,789.99,2509.01,4316.86,0.97
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,100,hybrid,cross-encoder,0.954,0.8863,0.9031,1960.53,4879.45,8050.47,0.48
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,25,hybrid,cross-encoder,0.95,0.8853,0.9013,449.07,874.74,1745.86,2.29
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,50,hybrid,cross-encoder,0.956,0.8864,0.9035,1021.9,2148.55,3909.29,0.97
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,100,hybrid,cross-encoder,0.96,0.8867,0.9046,1734.03,4971.28,7487.97,0.49
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,25,hybrid,rrf,0.93,0.8079,0.8385,25.86,29.94,37.98,281.95
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,50,hybrid,rrf,0.938,0.8008,0.835,25.82,31.86,37.69,305.72
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,100,hybrid,rrf,0.936,0.8157,0.8456,26.61,30.29,35.53,299.18
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,25,hybrid,rrf,0.95,0.8036,0.8395,26.27,31.82,37.86,295.79
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,50,hybrid,rrf,0.95,0.8104,0.8446,26.56,31.59,39.2,285.28
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,100,hybrid,rrf,0.95,0.8072,0.8422,26.37,28.93,33.75,300.94
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,25,sparseonly,colbert,0.874,0.8279,0.8394,36.78,43.0,46.6,75.42
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,50,sparseonly,colbert,0.896,0.846,0.8585,37.01,41.15,45.15,70.7
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,100,sparseonly,colbert,0.904,0.8538,0.8663,38.14,43.18,49.38,70.59
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,25,sparseonly,colbert,0.876,0.828,0.84,37.16,41.21,47.73,75.59
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,50,sparseonly,colbert,0.9,0.8463,0.8595,37.25,42.63,45.06,73.4
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,100,sparseonly,colbert,0.908,0.854,0.8673,38.25,43.28,49.26,75.13
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,25,sparseonly,cross-encoder,0.872,0.8302,0.8407,246.03,895.18,2020.13,2.49
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,853.84,2447.16,3771.26,1.06
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1510.52,4628.03,7084.61,0.53
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,25,sparseonly,cross-encoder,0.876,0.8304,0.8417,292.64,1186.77,1969.28,2.36
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,663.62,2859.17,4807.31,1.05
dbpedia_float32_noquant,../qdrant-load/configs/dbpedia/config_float32_noquant.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1542.77,4727.33,8812.88,0.54
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,25,hybrid,colbert,0.944,0.8763,0.8932,41.16,49.34,76.69,64.08
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,50,hybrid,colbert,0.95,0.8798,0.8971,43.52,50.21,55.28,64.38
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,100,hybrid,colbert,0.95,0.8811,0.8981,45.16,53.13,63.74,62.97
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,25,hybrid,colbert,0.95,0.8764,0.8945,42.23,48.5,56.44,66.33
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,50,hybrid,colbert,0.962,0.8795,0.8994,43.91,51.26,86.48,66.64
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,100,hybrid,colbert,0.964,0.8796,0.8998,45.35,56.61,146.0,66.87
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,25,hybrid,cross-encoder,0.942,0.8836,0.8984,265.35,712.55,1072.75,2.54
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,50,hybrid,cross-encoder,0.952,0.8862,0.9026,892.08,2510.95,5136.17,0.99
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,100,hybrid,cross-encoder,0.954,0.8865,0.9033,2000.85,4782.33,7376.06,0.48
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,25,hybrid,cross-encoder,0.95,0.8839,0.9001,439.85,873.73,1665.36,2.3
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,50,hybrid,cross-encoder,0.956,0.8864,0.9036,965.26,2443.08,5303.17,0.77
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,100,hybrid,cross-encoder,0.96,0.8868,0.9047,2489.7,5936.2,7989.4,0.36
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,25,hybrid,rrf,0.936,0.8077,0.8397,25.81,31.74,42.6,287.29
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,50,hybrid,rrf,0.934,0.8168,0.846,26.33,32.12,41.01,297.45
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,100,hybrid,rrf,0.934,0.8095,0.8405,26.18,30.64,35.14,286.7
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,25,hybrid,rrf,0.95,0.8072,0.8422,26.69,31.9,36.41,247.01
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,50,hybrid,rrf,0.952,0.8141,0.8476,26.08,31.01,36.69,288.2
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,100,hybrid,rrf,0.952,0.8164,0.8494,27.23,32.28,37.0,287.04
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,25,sparseonly,colbert,0.872,0.824,0.836,38.87,46.25,55.56,75.75
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,50,sparseonly,colbert,0.894,0.8427,0.8556,38.48,44.98,47.43,73.79
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,100,sparseonly,colbert,0.902,0.8496,0.8628,40.34,47.44,53.42,74.07
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,25,sparseonly,colbert,0.876,0.8242,0.837,37.97,43.62,53.65,75.52
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,50,sparseonly,colbert,0.9,0.8432,0.8572,38.84,45.13,50.49,74.53
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,100,sparseonly,colbert,0.908,0.8501,0.8643,40.04,47.05,50.79,75.43
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,25,sparseonly,cross-encoder,0.87,0.8298,0.84,410.05,1552.8,2242.84,1.9
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,1164.62,3574.04,6116.81,0.73
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,2398.72,7142.42,11127.35,0.4
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,25,sparseonly,cross-encoder,0.874,0.8301,0.841,513.86,1328.29,2333.46,1.94
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,1106.51,3185.13,5252.59,0.85
dbpedia_product_x16,../qdrant-load/configs/dbpedia/config_product_x16.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1753.42,4806.87,7038.47,0.5
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,25,hybrid,colbert,0.948,0.8818,0.8982,39.65,47.04,55.74,66.31
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,50,hybrid,colbert,0.948,0.8823,0.8986,40.5,47.39,53.46,63.77
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,100,hybrid,colbert,0.948,0.8827,0.899,40.66,47.01,54.7,67.17
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,25,hybrid,colbert,0.952,0.8821,0.8993,40.6,47.42,53.61,66.83
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,50,hybrid,colbert,0.962,0.8834,0.9023,40.16,47.12,55.77,67.11
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,100,hybrid,colbert,0.964,0.8839,0.9031,41.34,48.87,53.77,67.28
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,25,hybrid,cross-encoder,0.944,0.884,0.8991,309.11,894.53,1874.47,1.81
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,50,hybrid,cross-encoder,0.95,0.8848,0.9011,1220.83,3232.72,5970.37,0.77
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,100,hybrid,cross-encoder,0.954,0.8854,0.9024,2437.64,5699.81,7628.36,0.38
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,25,hybrid,cross-encoder,0.95,0.8843,0.9005,585.72,1135.26,2330.75,1.84
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,50,hybrid,cross-encoder,0.956,0.8852,0.9026,1209.55,3458.94,4867.72,0.7
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,100,hybrid,cross-encoder,0.96,0.8858,0.9039,2600.13,6920.47,10042.74,0.35
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,25,hybrid,rrf,0.928,0.8103,0.8399,26.39,30.92,34.74,253.11
